relative_time,AccX,AccY,AccZ
12528,-5.2984747886657715,-11.480428695678711,2.4445290565490723
12569,-6.184347629547119,-12.71346664428711,2.427769422531128
12611,-4.161206245422363,-11.729430198669434,0.8739011883735657
12649,-4.0989556312561035,-11.705488204956055,0.7996794581413269
12689,-4.082196235656738,,
12690,,-10.867500305175781,0.735034704208374
12730,-4.065436363220215,-9.790087699890137,0.6967267394065857
12770,-4.0726189613342285,-8.748589515686035,0.6608129739761353
12812,-4.0726189613342285,-8.660001754760742,0.6656014919281006
12850,-4.043888092041016,-7.762158393859863,0.6799669861793518
12891,-4.02952241897583,-7.769340991973877,0.6847554445266724
12930,-4.089378833770752,,
12932,,-7.7789177894592285,0.7470059394836426
12971,-4.161206245422363,-7.795677661895752,1.6999174356460571
13012,-4.996799468994141,-8.612116813659668,2.537904977798462
13051,-4.975251197814941,,
13052,,-10.197110176086426,2.5426933765411377
13096,-4.939337730407715,-12.361512184143066,1.774139165878296
13133,-4.860327243804932,-12.445310592651367,1.7094944715499878
13172,-4.041493892669678,,
13173,,-12.454888343811035,1.7597737312316895
13213,-4.005579948425293,-11.173964500427246,1.8076586723327637
13254,-3.926569938659668,-10.34794807434082,1.8076586723327637
13293,-2.7964839935302734,-8.116507530212402,1.798081636428833
13333,-1.7214657068252563,,
13334,,-7.302462100982666,1.7956874370574951
13374,-1.7813218832015991,-6.598552703857422,1.8220242261886597
13414,-2.7629644870758057,-6.6368608474731445,
13455,-2.8252148628234863,,
13456,,-7.374289512634277,1.9106113910675049
13496,-2.8970422744750977,-7.3718953132629395,1.9656791687011719
13535,-2.9257733821868896,-8.60014533996582,2.801272392272949
13579,-3.7470011711120605,-9.778116226196289,0.30406972765922546
13615,-3.7972803115844727,,
13616,,-9.854732513427734,1.7382254600524902
13656,-3.7805206775665283,-12.14842414855957,0.4980039894580841
13697,-4.541892051696777,-12.193914413452148,1.3192317485809326
13737,-2.7366275787353516,,
13738,,-11.331984519958496,0.055067747831344604
13779,-2.7605700492858887,-11.334379196166992,-0.023942498490214348
13817,-5.152425765991211,-11.322407722473145,-0.045490749180316925
13863,-5.13327169418335,-10.000782012939453,0.009576999582350254
13898,-4.254581928253174,,
13899,,-8.834781646728516,0.040702249854803085
13938,-4.268947601318359,,
13939,,-7.8052544593811035,0.038307998329401016
13980,-4.324015140533447,-7.719061851501465,0.052673496305942535
14019,-4.400631427764893,,
14020,,-7.652022838592529,1.4892234802246094
14063,-4.42457389831543,,
14064,,-6.8834686279296875,2.3248167037963867
14099,-4.410208225250244,-9.189130783081055,2.3846728801727295
14140,-2.999995231628418,-13.515541076660156,2.3631246089935303
14180,-2.178767442703247,-15.632057189941406,2.365518808364868
14220,-2.9042251110076904,,
14221,,-16.77890396118164,2.4157981872558594
14264,-2.8754942417144775,-15.840357780456543,2.482837200164795
14302,-1.702311635017395,-12.871487617492676,2.485231399536133
14342,-1.6544266939163208,-9.438133239746094,1.5586566925048828
14381,-2.650434732437134,-7.060642719268799,1.5203486680984497
14422,-3.651231050491333,,
14423,,-6.237020969390869,0.5530717372894287
14463,-3.6320769786834717,-5.11172342300415,0.543494701385498
14502,-3.6416540145874023,-5.140454292297363,2.1332767009735107
14546,-4.57062292098999,-6.0933661460876465,3.110130548477173
14583,-5.427764415740967,-6.10054874420166,3.13407301902771
14623,-5.470860958099365,-11.73182487487793,3.184352397918701
14663,-5.688737869262695,-14.327191352844238,3.3687095642089844
14704,0.6248992085456848,-9.366305351257324,1.6687921285629272
14744,1.3623281717300415,-10.338371276855469,-1.9393423795700073
14785,-3.411806106567383,-11.746190071105957,-2.042295217514038
14827,-4.446122169494629,-10.93932819366455,
14828,,,-2.0327181816101074
14865,-3.5027875900268555,,
14866,,-9.70150089263916,-1.2450098991394043
14905,-3.4692680835723877,,
14906,,-9.663192749023438,-1.2881064414978027
14946,-4.242610931396484,,
14947,,-9.612913131713867,-1.3383857011795044
14986,-4.2665534019470215,-9.557845115661621,-1.3623281717300415
15031,-4.2090911865234375,-9.49559497833252,-1.388664960861206
